arrival_time,length,ram_req,bw_req,task_id
217,3452,2048,1965,2663
833,1829,256,268,2664
705,1434,512,990,2665
861,2938,2048,626,2666
962,748,2048,1899,2667
968,2338,2048,1407,2668
736,1581,256,1503,2669
946,2821,512,1976,2670
626,3004,2048,1089,2671
228,3046,1024,571,2672
673,1613,512,681,2673
535,1539,1024,1279,2674
397,1239,1024,634,2675
711,4324,512,530,2676
138,4634,512,1809,2677
121,1975,4096,51,2678
746,4214,2048,341,2679
964,1803,512,1369,2680
471,3115,512,1821,2681
875,3183,256,821,2682
573,1967,256,1585,2683
632,1982,256,206,2684
624,3110,2048,1463,2685
15,1049,1024,1391,2686
212,2033,256,379,2687
421,3241,2048,1381,2688
282,2051,4096,1303,2689
994,1533,2048,104,2690
123,2145,4096,82,2691
625,1220,256,131,2692
965,2997,256,1768,2693
66,1560,2048,1515,2694
615,2179,512,1608,2695
614,3244,256,1034,2696
725,1919,1024,957,2697
667,3749,1024,1885,2698
487,2493,4096,75,2699
410,3014,1024,880,2700
531,2601,4096,112,2701
682,1546,2048,565,2702
774,2448,1024,1192,2703
461,2079,1024,446,2704
401,2275,256,1728,2705
811,4252,256,1616,2706
616,3611,1024,94,2707
493,683,512,1658,2708
390,3313,256,764,2709
199,3697,1024,282,2710
592,4896,1024,989,2711
140,1051,256,1212,2712
595,3953,1024,531,2713
689,829,2048,728,2714
525,1280,256,766,2715
348,1347,1024,463,2716
454,3584,4096,160,2717
747,4812,512,694,2718
507,4606,1024,257,2719
515,1324,512,1196,2720
825,4578,4096,1610,2721
728,3185,256,1672,2722
853,658,2048,764,2723
261,730,512,488,2724
472,4687,512,1399,2725
245,4795,256,535,2726
677,3259,256,1015,2727
92,1033,512,996,2728
17,1327,2048,1787,2729
781,1160,256,757,2730
960,3621,2048,987,2731
1000,2257,512,1016,2732
623,2112,256,1557,2733
661,1951,512,1343,2734
147,3967,1024,1543,2735
535,3589,256,166,2736
847,3536,256,1638,2737
572,1170,512,182,2738
488,2867,256,497,2739
339,3274,2048,1285,2740
799,3558,4096,977,2741
28,2589,2048,467,2742
376,3179,256,388,2743
35,4186,512,1011,2744
859,1648,1024,794,2745
107,2944,256,225,2746
358,1132,256,1341,2747
878,1658,512,1196,2748
575,1470,4096,1700,2749
527,568,256,133,2750
673,3909,4096,1925,2751
494,3740,1024,220,2752
677,1303,256,137,2753
575,1760,4096,1105,2754
218,1732,512,253,2755
572,3624,1024,181,2756
384,4277,4096,1676,2757
596,1196,1024,1199,2758
472,2681,512,351,2759
558,1447,256,120,2760
288,4067,1024,1025,2761
937,4601,512,93,2762
454,2729,1024,114,2763
421,1820,256,267,2764
237,723,256,1355,2765
624,4683,4096,637,2766
322,3679,512,1755,2767
429,4528,2048,1913,2768
792,2006,2048,1657,2769
812,3922,1024,1813,2770
179,4856,2048,1703,2771
352,4688,512,448,2772
214,4825,256,1425,2773
584,742,512,500,2774
340,1806,2048,1403,2775
985,4193,2048,1493,2776
795,1576,4096,1475,2777
387,3566,4096,1682,2778
863,2964,256,1664,2779
491,4096,2048,663,2780
576,4316,256,807,2781
783,1081,256,510,2782
377,4913,1024,746,2783
32,1218,512,968,2784
387,4999,256,970,2785
461,2720,256,1344,2786
336,3016,4096,1456,2787
466,2588,2048,531,2788
712,4006,256,682,2789
303,924,256,579,2790
476,3553,2048,1163,2791
151,1066,2048,1669,2792
233,1177,512,1037,2793
111,1873,2048,1647,2794
964,2324,256,1984,2795
599,535,4096,462,2796
270,2400,512,880,2797
626,3999,256,979,2798
472,4612,2048,1526,2799
466,1309,1024,1655,2800
988,1783,4096,1727,2801
231,3860,256,1717,2802
28,918,256,795,2803
823,4562,4096,172,2804
169,1515,2048,1713,2805
50,4212,2048,1188,2806
182,557,4096,986,2807
318,593,256,1140,2808
42,1928,2048,907,2809
20,3337,512,456,2810
256,3389,512,1058,2811
917,761,4096,856,2812
619,2625,2048,134,2813
82,1405,512,1210,2814
567,3195,4096,101,2815
783,1734,1024,363,2816
823,4559,2048,1933,2817
675,3115,512,124,2818
129,3492,512,74,2819
574,4009,1024,1838,2820
84,3877,2048,1624,2821
842,4794,512,1982,2822
92,2739,512,1197,2823
247,4626,4096,1769,2824
799,2047,256,417,2825
572,3877,512,949,2826
507,2476,2048,118,2827
809,4903,1024,1674,2828
291,1913,1024,1923,2829
96,1606,256,283,2830
782,3909,256,1433,2831
676,4020,1024,1447,2832
828,4722,2048,1732,2833
542,814,512,1479,2834
187,951,4096,1310,2835
440,2697,256,605,2836
136,994,512,546,2837
27,4224,1024,1575,2838
660,803,512,1321,2839
692,3266,256,333,2840
520,3540,4096,624,2841
624,565,4096,1508,2842
119,3726,256,637,2843
531,2354,2048,391,2844
552,4463,2048,1081,2845
226,3648,4096,612,2846
728,1566,256,355,2847
922,3375,2048,559,2848
766,1920,512,326,2849
904,662,2048,933,2850
788,2905,2048,1810,2851
936,1307,4096,1735,2852
464,2001,4096,996,2853
377,3955,1024,474,2854
645,3699,2048,329,2855
425,1937,256,1090,2856
661,541,2048,1527,2857
88,503,1024,752,2858
4,835,256,622,2859
985,2558,256,210,2860
973,1396,2048,1624,2861
119,4064,1024,1541,2862
691,851,2048,247,2863
570,2903,256,1280,2864
305,4402,256,1522,2865
768,2801,4096,122,2866
672,3306,1024,1534,2867
647,3586,1024,1824,2868
600,3685,2048,1570,2869
211,4793,4096,1445,2870
753,4114,512,1880,2871
631,4281,512,1006,2872
440,1917,2048,233,2873
466,4414,256,347,2874
825,4994,512,1683,2875
83,1573,512,1683,2876
850,2981,256,852,2877
276,1108,4096,826,2878
543,2898,4096,661,2879
398,2448,256,807,2880
213,2228,2048,1219,2881
688,3568,1024,838,2882
509,2630,4096,1425,2883
356,3976,512,863,2884
416,1730,256,1395,2885
55,4630,256,1081,2886
950,2339,256,718,2887
302,2499,512,1116,2888
48,4330,1024,573,2889
227,1569,2048,807,2890
618,4056,256,1339,2891
369,3734,256,1167,2892
511,1629,4096,1181,2893
195,653,2048,1968,2894
951,3470,1024,1946,2895
977,3103,1024,1113,2896
316,1808,512,1088,2897
309,729,256,1525,2898
196,763,4096,1561,2899
646,4016,2048,81,2900
370,771,1024,1166,2901
136,3518,2048,971,2902
119,1867,256,557,2903
495,2534,4096,1737,2904
758,3668,256,1987,2905
274,1850,4096,281,2906
190,704,4096,297,2907
2,4486,2048,797,2908
401,3801,2048,1349,2909
833,2890,2048,1109,2910
379,2088,256,574,2911
11,573,1024,196,2912
239,2564,2048,1882,2913
794,1735,512,76,2914
942,4320,2048,216,2915
683,1120,2048,587,2916
274,4014,4096,1842,2917
295,2161,1024,1349,2918
193,4842,4096,1426,2919
906,1555,256,793,2920
275,3711,4096,429,2921
818,3899,4096,1009,2922
453,902,2048,1800,2923
941,4396,4096,368,2924
602,3986,256,142,2925
920,4468,4096,692,2926
839,1424,1024,1774,2927
378,1295,1024,721,2928
180,3484,1024,1596,2929
705,2131,2048,1856,2930
989,4056,2048,1282,2931
216,2937,1024,1141,2932
406,2189,512,550,2933
505,1139,4096,622,2934
878,505,1024,755,2935
353,4762,2048,378,2936
791,3245,1024,1157,2937
228,2053,1024,1597,2938
148,1378,256,1346,2939
619,3550,256,1657,2940
367,1799,4096,1576,2941
253,773,2048,817,2942
426,2671,2048,1943,2943
554,4145,2048,1199,2944
107,3390,2048,1865,2945
988,3751,1024,602,2946
717,2563,1024,899,2947
947,2757,256,1067,2948
400,1890,512,552,2949
506,2374,256,1519,2950
167,4021,256,1754,2951
59,4329,1024,681,2952
671,1368,512,832,2953
493,4808,1024,368,2954
55,4835,256,955,2955
176,1597,1024,1751,2956
329,2645,256,295,2957
362,1161,1024,569,2958
294,2899,2048,1063,2959
659,2299,4096,1730,2960
270,2931,4096,292,2961
31,3238,4096,406,2962
501,4895,2048,245,2963
153,2188,1024,231,2964
452,3525,512,323,2965
950,2503,256,170,2966
247,1702,4096,926,2967
407,4257,512,1154,2968
442,4780,512,790,2969
434,3520,1024,1828,2970
611,1787,2048,1787,2971
942,4160,4096,348,2972
503,4237,512,93,2973
107,4360,4096,959,2974
812,2531,256,87,2975
245,4130,2048,945,2976
691,803,2048,1190,2977
827,4896,1024,912,2978
548,1622,256,1062,2979
459,4361,512,1805,2980
711,3206,4096,737,2981
588,4254,512,730,2982
772,3982,512,1051,2983
995,4995,512,740,2984
962,556,4096,890,2985
798,3573,4096,1467,2986
456,4988,2048,211,2987
336,4234,512,1563,2988
477,1427,1024,1333,2989
64,1002,256,1277,2990
166,4520,256,351,2991
668,4803,4096,501,2992
809,2128,512,267,2993
292,885,256,944,2994
159,4147,512,1985,2995
704,1019,4096,339,2996
602,3288,512,463,2997
978,3059,512,1092,2998
156,616,512,1323,2999
786,2016,256,1642,3000
597,2991,512,173,3001
11,3977,256,1863,3002
709,995,2048,1633,3003
347,1161,2048,916,3004
259,4319,1024,673,3005
388,4056,4096,1444,3006
776,3635,512,756,3007
834,3084,2048,1173,3008
971,3783,512,361,3009
953,3530,256,229,3010
56,4741,2048,1452,3011
321,4941,4096,1130,3012
720,3706,4096,1665,3013
418,3202,4096,228,3014
40,4869,256,878,3015
818,2309,2048,1966,3016
202,3765,1024,1272,3017
119,3802,2048,1801,3018
195,3047,4096,457,3019
556,4716,2048,1160,3020
707,2735,256,1145,3021
503,3145,2048,1358,3022
584,3721,512,1746,3023
436,3165,4096,1056,3024
547,1655,256,1092,3025
399,3825,4096,779,3026
615,1816,512,1788,3027
889,3916,1024,1484,3028
281,2161,2048,584,3029
582,4284,1024,150,3030
796,2404,256,1536,3031
106,2535,2048,509,3032
785,3043,512,97,3033
619,2524,1024,614,3034
881,2022,512,497,3035
579,2729,1024,1357,3036
940,3927,256,199,3037
276,2408,1024,1158,3038
98,2210,4096,1835,3039
950,2763,1024,1448,3040
95,2083,1024,119,3041
22,874,256,1714,3042
997,1265,2048,728,3043
895,4543,1024,1356,3044
157,4933,4096,477,3045
647,1444,512,159,3046
347,1545,512,1848,3047
703,4398,1024,313,3048
522,2597,2048,1225,3049
295,4934,4096,861,3050
923,3725,1024,1694,3051
133,1884,2048,713,3052
35,707,2048,435,3053
967,4156,4096,1683,3054
841,3254,4096,538,3055
249,3307,4096,461,3056
661,3977,256,73,3057
895,1148,512,656,3058
998,1327,512,1187,3059
928,501,256,1923,3060
353,1870,4096,1513,3061
343,4758,1024,1681,3062
827,850,4096,1235,3063
625,2334,1024,1793,3064
701,2019,1024,2000,3065
764,3089,512,748,3066
418,1441,4096,193,3067
966,2704,2048,461,3068
33,1490,256,1611,3069
136,4242,256,1770,3070
183,2440,1024,462,3071
785,2265,256,900,3072
28,2764,4096,1826,3073
158,2268,4096,889,3074
638,604,4096,1093,3075
553,3690,256,1533,3076
252,3073,512,810,3077
683,4080,512,1928,3078
590,2385,4096,288,3079
47,1948,1024,1152,3080
691,2458,256,1380,3081
412,4659,2048,819,3082
607,1510,256,522,3083
854,2803,256,473,3084
40,2008,1024,1486,3085
174,660,256,711,3086
485,1219,1024,625,3087
905,931,256,1037,3088
870,1832,4096,1250,3089
466,1021,512,1281,3090
586,2458,2048,1662,3091
487,1628,4096,1219,3092
904,3250,2048,735,3093
844,3929,4096,519,3094
369,3452,4096,349,3095
292,3043,2048,1534,3096
285,4936,2048,193,3097
389,1210,256,531,3098
620,1465,1024,372,3099
570,2041,2048,1147,3100
204,1481,2048,771,3101
947,3608,256,749,3102
949,4367,512,1621,3103
314,537,1024,371,3104
56,2651,512,308,3105
57,4943,512,1151,3106
173,2378,1024,391,3107
800,1221,4096,812,3108
345,3991,4096,817,3109
162,1214,4096,700,3110
303,3413,2048,743,3111
72,973,256,616,3112
721,728,4096,794,3113
759,1313,256,1908,3114
350,1458,1024,923,3115
852,4581,256,529,3116
473,3476,1024,1198,3117
835,2399,256,1371,3118
295,3724,1024,1070,3119
869,2061,256,763,3120
840,4972,512,1204,3121
222,1795,1024,1641,3122
136,3904,256,950,3123
849,3501,512,1233,3124
113,1891,1024,96,3125
822,2338,512,1034,3126
689,1293,1024,245,3127
109,3252,256,849,3128
550,3750,1024,1773,3129
629,3654,4096,1700,3130
208,1089,4096,1810,3131
355,4697,1024,1654,3132
397,1406,2048,1458,3133
564,1741,256,1361,3134
407,1725,1024,831,3135
943,1696,512,902,3136
935,3459,1024,949,3137
316,3091,2048,76,3138
401,908,512,232,3139
505,4115,512,902,3140
689,1045,256,621,3141
950,2383,512,920,3142
898,4991,2048,1790,3143
7,1019,256,340,3144
489,1987,256,1935,3145
493,2304,512,1402,3146
464,3173,4096,407,3147
881,2891,4096,1084,3148
196,3942,4096,1434,3149
678,3110,1024,340,3150
280,2192,1024,1468,3151
836,1307,512,888,3152
517,1133,256,1895,3153
69,2949,4096,1026,3154
379,2785,512,1659,3155
620,1440,256,1631,3156
922,1355,1024,525,3157
582,1507,2048,1231,3158
542,3147,1024,158,3159
510,3473,2048,278,3160
141,3625,2048,1221,3161
200,4345,1024,1040,3162
752,2929,256,1100,3163
450,1621,2048,862,3164
693,3792,4096,953,3165
730,2120,1024,1299,3166
362,2791,4096,1042,3167
361,2425,1024,687,3168
852,608,2048,1164,3169
931,1560,4096,938,3170
241,3639,512,1584,3171
508,1180,512,415,3172
8,698,256,1080,3173
419,574,2048,1096,3174
441,998,512,1905,3175
654,4264,4096,703,3176
101,1490,256,1976,3177
613,2714,256,1783,3178
921,4622,256,941,3179
742,691,4096,512,3180
546,3729,256,130,3181
52,3184,4096,1278,3182
912,1099,2048,604,3183
453,1683,1024,1260,3184
212,2924,512,1694,3185
788,1734,256,67,3186
559,4660,2048,465,3187
4,1573,4096,1308,3188
486,2196,256,1204,3189
369,966,256,1150,3190
165,2463,512,1942,3191
843,1953,256,1474,3192
679,904,2048,1071,3193
641,3740,1024,1081,3194
702,1887,512,83,3195
672,4315,256,1134,3196
631,4761,256,1578,3197
219,4797,2048,582,3198
361,4672,256,633,3199
566,1727,2048,1152,3200
76,4872,256,661,3201
434,4416,4096,486,3202
456,4160,1024,1386,3203
970,4796,2048,324,3204
593,3599,512,598,3205
653,1763,1024,1513,3206
555,4009,256,1947,3207
916,2363,4096,719,3208
227,1943,2048,823,3209
420,725,1024,1361,3210
418,2581,1024,104,3211
739,4615,4096,241,3212
578,2005,256,1172,3213
444,1536,512,1759,3214
589,4294,512,1029,3215
852,1507,256,1336,3216
303,1936,1024,1789,3217
298,1609,256,1815,3218
975,4660,1024,1972,3219
399,4366,1024,1233,3220
13,4357,2048,1785,3221
548,4791,2048,1321,3222
170,2138,1024,107,3223
534,3430,1024,132,3224
787,2027,256,1305,3225
680,2484,2048,1111,3226
843,1602,2048,1721,3227
648,1448,256,1971,3228
856,4402,512,1964,3229
298,4179,512,881,3230
379,2723,4096,395,3231
542,1668,4096,1589,3232
511,4825,256,1015,3233
500,1494,4096,94,3234
624,3324,4096,1658,3235
187,3509,512,686,3236
813,1692,256,330,3237
756,1481,1024,514,3238
750,4229,1024,1262,3239
753,2867,1024,317,3240
478,3243,512,791,3241
407,4382,1024,1178,3242
117,1845,512,1045,3243
451,4333,256,720,3244
736,4968,1024,642,3245
451,2799,2048,1079,3246
546,2804,2048,968,3247
59,3490,512,1608,3248
279,1392,4096,1559,3249
472,1190,512,653,3250
521,4071,256,990,3251
152,4431,4096,236,3252
476,3584,256,335,3253
407,1373,1024,1184,3254
169,1272,2048,1241,3255
688,3139,2048,1072,3256
860,1310,4096,255,3257
343,2918,256,1745,3258
80,1464,4096,300,3259
515,4142,2048,1110,3260
662,1553,2048,927,3261
193,2294,256,1576,3262
145,4259,2048,347,3263
400,4358,2048,885,3264
987,1712,4096,273,3265
319,605,256,1958,3266
567,578,4096,124,3267
306,3280,4096,429,3268
551,2557,512,1458,3269
416,3944,1024,889,3270
392,524,512,120,3271
599,2849,4096,1715,3272
993,2980,2048,963,3273
375,3802,4096,1996,3274
697,4634,256,1461,3275
890,1809,512,327,3276
332,4643,2048,1735,3277
55,940,512,815,3278
559,2933,1024,1788,3279
213,3377,2048,1718,3280
63,598,256,403,3281
785,3785,512,1764,3282
886,3453,4096,669,3283
584,1122,4096,375,3284
652,2843,4096,234,3285
556,802,512,677,3286
395,3725,1024,714,3287
256,1827,4096,616,3288
500,2570,256,52,3289
901,4670,256,1949,3290
116,2881,256,1407,3291
876,1236,512,1066,3292
656,1374,1024,286,3293
760,2614,1024,1028,3294
531,4815,1024,1231,3295
297,2875,2048,1274,3296
241,2588,4096,1792,3297
160,4162,4096,942,3298
936,4057,512,1895,3299
68,2241,256,1771,3300
247,2681,256,1191,3301
809,3220,1024,309,3302
406,4897,256,1254,3303
15,4653,4096,1424,3304
699,4885,4096,633,3305
704,2287,256,1360,3306
155,1524,1024,466,3307
348,4479,2048,1589,3308
873,4197,1024,879,3309
660,4257,4096,1466,3310
798,3661,512,1878,3311
515,3131,512,826,3312
587,4192,512,699,3313
4,3116,256,1159,3314
687,2048,2048,1862,3315
325,3017,2048,1470,3316
185,3923,256,921,3317
501,2999,1024,1750,3318
362,999,1024,1697,3319
305,4540,2048,107,3320
736,1373,1024,1807,3321
645,1606,512,1774,3322
96,2628,2048,1856,3323
489,2498,1024,1632,3324
780,4023,1024,159,3325
671,3469,1024,1041,3326
347,3889,512,750,3327
877,2602,2048,1057,3328
19,1260,512,618,3329
309,1447,512,1616,3330
919,3726,1024,1934,3331
35,1078,4096,180,3332
11,4774,2048,1909,3333
702,1053,1024,729,3334
864,1320,512,1288,3335
403,1663,4096,1041,3336
407,3097,512,597,3337
769,2677,1024,119,3338
955,1137,512,1928,3339
450,3007,512,1388,3340
635,2364,1024,1475,3341
701,2308,1024,192,3342
822,652,2048,729,3343
438,3408,4096,1289,3344
517,1067,4096,379,3345
517,3424,1024,237,3346
740,4162,4096,1202,3347
80,2635,256,1646,3348
954,4907,1024,853,3349
372,3784,2048,416,3350
66,3351,512,863,3351
88,2082,2048,1475,3352
373,3889,4096,370,3353
135,4212,512,1301,3354
203,500,2048,1002,3355
417,2691,512,435,3356
346,4995,1024,1633,3357
329,4877,1024,892,3358
1,1365,1024,107,3359
486,2220,512,424,3360
21,3914,256,673,3361
798,4347,4096,585,3362
234,3343,512,94,3363
353,2491,512,1239,3364
17,3221,256,1559,3365
584,2482,512,1031,3366
894,2290,2048,451,3367
79,564,512,934,3368
223,2138,512,1180,3369
870,3845,1024,302,3370
425,1884,512,890,3371
576,3392,1024,506,3372
522,2380,512,374,3373
120,3345,4096,448,3374
801,2883,2048,634,3375
625,2215,512,884,3376
118,2303,4096,1759,3377
254,3683,4096,1645,3378
225,1535,512,738,3379
773,4503,2048,1820,3380
534,1332,256,537,3381
74,3121,1024,1043,3382
662,3677,4096,79,3383
270,964,4096,1493,3384
538,2806,4096,678,3385
361,1969,4096,1436,3386
35,2584,1024,1145,3387
291,3184,2048,992,3388
651,4329,4096,556,3389
41,4448,1024,1926,3390
39,3113,2048,1507,3391
96,4740,4096,838,3392
154,3641,1024,1923,3393
318,3647,512,63,3394
660,3684,4096,529,3395
131,1725,2048,156,3396
752,4120,1024,1321,3397
84,2778,512,1784,3398
847,1194,2048,1450,3399
977,3493,2048,260,3400
950,1466,4096,1987,3401
396,4440,2048,630,3402
347,2319,1024,676,3403
125,562,2048,60,3404
284,1791,512,881,3405
16,1455,256,284,3406
795,4343,4096,631,3407
424,3858,2048,1418,3408
185,839,1024,1713,3409
686,3603,256,141,3410
843,4141,256,1336,3411
511,1764,512,1551,3412
965,4790,2048,725,3413
107,4895,4096,182,3414
743,4773,256,1709,3415
155,1782,256,1257,3416
851,4808,256,283,3417
56,3473,4096,1118,3418
723,3885,4096,1675,3419
428,2152,256,253,3420
778,4093,4096,1664,3421
987,3228,256,1533,3422
13,1538,2048,581,3423
591,3179,4096,1951,3424
937,3038,256,719,3425
360,1923,512,1951,3426
815,4306,2048,248,3427
498,4430,2048,559,3428
687,4662,1024,1513,3429
873,3173,512,1010,3430
373,4856,1024,1258,3431
835,1125,512,455,3432
967,1205,1024,1970,3433
486,1481,4096,150,3434
863,4488,512,1448,3435
565,3652,256,1200,3436
388,2264,512,1105,3437
857,1223,256,1760,3438
395,3775,1024,1292,3439
510,1170,2048,885,3440
735,3640,256,880,3441
732,746,1024,1459,3442
245,2900,1024,661,3443
337,2791,512,362,3444
146,2108,512,1935,3445
600,4033,4096,855,3446
56,3761,1024,1219,3447
724,1382,4096,75,3448
714,4179,256,1675,3449
67,1575,512,127,3450
612,3001,512,1331,3451
543,1388,512,1106,3452
754,4349,1024,985,3453
70,2223,256,1760,3454
310,2836,512,1862,3455
431,3870,256,1510,3456
61,4215,512,1856,3457
555,4607,256,1977,3458
756,1975,256,1867,3459
731,3514,2048,195,3460
943,1749,2048,1320,3461
799,4912,1024,771,3462
135,3883,256,635,3463
901,3189,4096,1602,3464
15,3156,512,1523,3465
904,2064,4096,1467,3466
742,4268,4096,537,3467
671,3548,1024,1418,3468
82,1946,1024,576,3469
537,4306,512,1904,3470
152,4030,512,1778,3471
550,1123,512,713,3472
288,2608,2048,1014,3473
52,4293,256,1241,3474
911,1365,2048,83,3475
317,3475,4096,1143,3476
479,2343,2048,1000,3477
898,1706,4096,298,3478
444,2926,512,1604,3479
996,1273,256,1144,3480
355,1018,4096,1351,3481
92,2644,512,1220,3482
875,1713,256,1326,3483
520,795,2048,1512,3484
784,3393,1024,1361,3485
333,1244,512,597,3486
335,2893,256,1016,3487
810,3421,512,1787,3488
184,1049,2048,77,3489
503,1850,2048,87,3490
719,2906,4096,1070,3491
439,3392,256,1733,3492
185,4466,1024,627,3493
734,704,512,810,3494
453,2191,256,64,3495
49,4409,512,174,3496
154,4675,4096,738,3497
22,3257,1024,230,3498
702,1289,256,1282,3499
274,2955,2048,126,3500
783,1988,2048,478,3501
839,3003,2048,828,3502
217,2732,1024,61,3503
644,2646,4096,1771,3504
279,3261,4096,1749,3505
466,2073,512,628,3506
432,3975,512,1251,3507
949,4725,256,1045,3508
482,2421,2048,1675,3509
26,3598,256,950,3510
97,1160,512,1081,3511
322,3457,512,1850,3512
131,4068,256,1572,3513
978,2192,2048,112,3514
622,1086,256,1485,3515
739,570,2048,1461,3516
175,3768,512,92,3517
92,3722,1024,168,3518
140,3725,256,869,3519
170,3063,2048,63,3520
983,4522,4096,1909,3521
214,1997,1024,1544,3522
421,1059,4096,65,3523
451,1380,2048,769,3524
647,1087,4096,1370,3525
400,3385,4096,1666,3526
189,2698,1024,118,3527
514,822,4096,1112,3528
865,2301,256,1392,3529
869,3379,1024,1163,3530
641,4980,512,417,3531
328,2868,512,707,3532
578,1390,512,1696,3533
518,744,1024,974,3534
320,2383,256,1870,3535
369,864,2048,488,3536
764,3055,256,247,3537
162,2162,1024,1314,3538
153,3678,1024,1285,3539
455,1429,512,134,3540
291,2270,2048,408,3541
148,746,2048,1766,3542
525,4434,512,1728,3543
437,505,512,1364,3544
8,4596,256,1513,3545
532,3793,256,892,3546
58,524,2048,1746,3547
893,2628,256,1280,3548
470,4531,512,1010,3549
933,1549,4096,1670,3550
442,4645,4096,272,3551
260,4577,256,1335,3552
282,1940,1024,1422,3553
213,640,4096,554,3554
979,3285,512,1524,3555
548,2737,512,238,3556
204,2832,512,1290,3557
773,3724,1024,305,3558
401,2950,4096,1699,3559
708,2350,2048,344,3560
108,3361,1024,1496,3561
24,3856,2048,977,3562
908,4624,256,672,3563
659,1851,256,1153,3564
593,1402,4096,1809,3565
296,859,4096,1968,3566
170,1275,1024,1459,3567
888,2893,2048,677,3568
64,1671,256,1379,3569
136,4331,256,1113,3570
22,4870,1024,1577,3571
219,3398,512,1846,3572
764,4314,2048,1033,3573
954,2763,2048,686,3574
774,2737,4096,1779,3575
681,1037,1024,1817,3576
17,2044,2048,674,3577
716,3266,512,610,3578
629,3567,2048,532,3579
28,570,1024,1634,3580
997,1567,256,716,3581
694,841,256,1267,3582
907,2917,512,1693,3583
359,4921,1024,791,3584
997,2364,256,527,3585
793,967,2048,1849,3586
802,1710,4096,1399,3587
152,1830,1024,1970,3588
359,4577,2048,1188,3589
512,2395,1024,1857,3590
484,1541,256,366,3591
24,794,2048,1080,3592
72,4108,2048,544,3593
218,3737,256,919,3594
595,4817,512,375,3595
894,1227,1024,1757,3596
605,2099,4096,971,3597
614,4445,1024,1972,3598
880,1631,2048,725,3599
622,2732,1024,1286,3600
195,2492,2048,1939,3601
624,3106,4096,1022,3602
376,2845,4096,1351,3603
905,4094,4096,1218,3604
258,3682,2048,160,3605
816,2156,512,982,3606
901,1866,512,774,3607
813,2059,4096,1380,3608
61,3802,256,349,3609
736,3994,512,1502,3610
362,3649,1024,1872,3611
95,1348,512,1079,3612
589,2453,512,1021,3613
173,3094,256,70,3614
671,4936,2048,892,3615
314,4716,4096,1087,3616
241,1722,512,1669,3617
481,2489,1024,1964,3618
640,4941,512,1105,3619
800,2823,2048,742,3620
690,2869,1024,1178,3621
60,3229,256,751,3622
333,2823,512,1315,3623
471,3280,4096,1265,3624
749,4480,4096,211,3625
314,4652,512,447,3626
142,4092,256,1087,3627
407,4618,512,546,3628
941,2435,1024,1549,3629
836,1948,1024,828,3630
217,4836,2048,1587,3631
561,3127,2048,1105,3632
535,2213,256,1678,3633
164,4087,1024,1947,3634
262,1295,1024,1684,3635
260,3939,1024,1098,3636
661,1487,1024,818,3637
441,1445,1024,631,3638
248,4308,512,1632,3639
552,4619,4096,550,3640
616,4312,512,371,3641
700,1730,4096,683,3642
35,3842,512,1040,3643
68,3149,2048,1487,3644
426,3774,2048,1554,3645
612,1072,1024,1156,3646
99,2146,4096,881,3647
446,4417,1024,780,3648
478,4832,512,1355,3649
66,2891,1024,799,3650
520,3195,512,317,3651
581,4523,256,676,3652
181,3606,2048,1668,3653
909,1605,1024,1934,3654
997,1689,256,447,3655
381,2020,4096,674,3656
647,1653,4096,1671,3657
873,2211,4096,1842,3658
288,1742,256,930,3659
932,4830,512,1320,3660
659,1469,2048,1505,3661
644,985,4096,1866,3662
257,4727,256,1401,3663
437,4379,4096,82,3664
343,2508,1024,1402,3665
275,3532,256,1597,3666
183,4559,4096,335,3667
653,3119,256,1662,3668
686,3775,4096,1491,3669
828,603,2048,345,3670
719,2242,1024,197,3671
984,2201,2048,1781,3672
142,2410,512,304,3673
107,3069,512,1342,3674
885,4580,512,1260,3675
255,2017,512,1729,3676
182,3644,1024,1095,3677
147,1159,2048,231,3678
200,4878,4096,486,3679
394,4572,512,1488,3680
468,1949,256,1394,3681
73,577,256,1274,3682
807,2638,2048,1441,3683
709,3615,4096,1011,3684
798,4692,2048,835,3685
936,600,512,387,3686
563,563,512,1176,3687
488,1027,256,1354,3688
695,1824,2048,201,3689
837,2138,4096,152,3690
792,3798,256,838,3691
234,2511,1024,1624,3692
761,1785,256,145,3693
180,2455,256,276,3694
936,3076,512,1495,3695
92,4560,512,1752,3696
91,734,2048,1633,3697
44,897,4096,1325,3698
816,4198,4096,1285,3699
11,3798,1024,217,3700
629,2082,256,637,3701
602,1625,512,1283,3702
264,4067,256,1392,3703
317,3909,256,564,3704
398,2157,4096,1039,3705
714,1693,256,1631,3706
789,845,256,569,3707
35,1642,256,833,3708
939,4402,4096,519,3709
373,1525,256,641,3710
69,3540,256,1657,3711
101,3288,1024,1806,3712
503,965,256,1654,3713
267,2746,2048,169,3714
992,3105,4096,62,3715
709,4130,1024,367,3716
258,4485,512,755,3717
409,4242,2048,360,3718
876,4186,1024,754,3719
291,2981,1024,987,3720
32,4954,512,1063,3721
887,1098,256,789,3722
775,4318,512,1690,3723
565,3404,2048,1667,3724
132,2254,4096,260,3725
295,4120,1024,397,3726
18,3689,512,1993,3727
604,3861,256,1002,3728
209,2637,4096,244,3729
452,858,512,1287,3730
572,1565,2048,382,3731
875,2802,1024,1796,3732
364,939,512,1558,3733
460,2287,256,780,3734
976,1354,2048,1808,3735
396,2599,256,104,3736
